WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,Year,Days_Policy_Accident_numeric,Days_Policy_Claim_numeric,PastNumberOfClaims_numeric,AgeOfVehicle_numeric,AgeOfPolicyHolder_numeric,NumberOfSuppliments_numeric,NumberOfCars_numeric,DaysToClaimRatio,IsYoungDriver,IsOldVehicle,AgeVehicleRatio,QuickClaim,NoPoliceReport,NoWitness,IsNewPolicy,HighDeductible,IsFrequentClaimant,AddressChanged,RiskScore,Month_Numerical,MonthClaimed_Numerical,DayOfWeek_Numerical,DayOfWeekClaimed_Numerical,Make_label_encoded,Make_frequency_encoded,AccidentArea_encoded,Sex_encoded,MaritalStatus_encoded,Fault_encoded,VehiclePrice_encoded,Days_Policy_Claim_encoded,PastNumberOfClaims_encoded,AgeOfVehicle_encoded,PoliceReportFiled_encoded,WitnessPresent_encoded,AgentType_encoded,NumberOfSuppliments_encoded,AddressChange_Claim_encoded,NumberOfCars_encoded,BasePolicy_encoded
5,1,47,8282,12,400,4,1995,35,35,3,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,1,3,5,6,2,4,5,0.029182879377431907,1,1,0,0,2,2,2,7,0,0,0,0,2,0,0
2,3,32,3445,10,400,3,1994,35,35,1,7,33,0,4,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,1,2,12,12,4,3,0,0.03060959792477302,1,1,1,1,2,2,1,6,0,0,0,0,4,2,0
2,2,32,10178,9,400,1,1995,35,35,1,6,33,2,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,1,1,3,3,17,0.20239948119325551,1,1,0,1,1,2,1,5,0,0,1,1,0,0,0
4,4,44,2308,15,400,2,1994,35,35,5,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,1,1,6,2,13,0.24883268482490273,1,1,0,0,2,2,3,6,0,0,0,0,0,0,1
3,1,23,14118,11,400,3,1996,35,35,0,3,28,2,1,0.9722222222222222,0,0,7.0,0,1,1,0,0,0,0,2,8,9,4,1,6,0.18164721141374837,0,1,1,1,1,2,0,2,0,0,0,1,0,0,2
5,1,57,8569,6,500,1,1995,35,35,1,8,58,0,2,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,1,0,1,2,12,1,4,1,17,0.20239948119325551,1,1,0,1,2,2,1,7,0,0,0,0,3,1,0
3,5,33,303,9,400,1,1994,35,35,3,6,33,2,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,12,1,2,1,13,0.24883268482490273,1,1,1,1,2,2,2,5,0,0,0,1,0,0,0
2,2,43,5567,12,400,3,1994,35,35,0,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,3,3,7,1,17,0.20239948119325551,1,1,0,1,1,2,0,6,0,0,0,0,0,0,2
4,4,46,13802,10,400,3,1996,35,35,3,8,46,2,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,0,3,10,10,3,4,13,0.24883268482490273,1,1,0,0,2,2,2,7,0,0,0,1,0,0,0
3,4,30,4603,14,400,2,1994,35,35,3,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,10,10,7,4,9,0.15265888456549936,1,1,1,0,1,2,2,5,0,0,0,2,0,0,0
5,5,37,14537,12,400,3,1996,35,35,3,8,38,6,1,0.9722222222222222,0,1,4.222222222222222,0,0,1,0,0,1,0,2,11,11,2,2,5,0.029182879377431907,1,1,1,0,3,2,2,7,1,0,0,3,0,0,1
2,2,53,10643,2,400,1,1995,35,35,0,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,3,3,3,1,6,0.18164721141374837,1,1,0,0,2,2,0,7,0,0,0,0,0,0,0
5,1,52,4759,14,400,1,1994,35,35,1,8,46,6,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,8,9,2,4,6,0.18164721141374837,1,1,0,0,1,2,1,7,0,0,0,3,0,0,2
2,2,33,9413,16,400,2,1995,35,35,0,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,8,8,2,2,13,0.24883268482490273,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0
1,1,40,5333,1,700,2,1994,35,35,0,7,38,6,1,0.9722222222222222,0,1,4.75,0,1,1,0,1,0,0,2,1,1,2,3,2,0.10901426718547341,0,1,0,1,2,2,0,6,0,0,0,3,0,0,2
4,2,43,10539,7,400,3,1995,35,35,3,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,5,6,3,5,18,0.018352788586251622,1,1,1,0,5,2,2,6,0,0,0,0,0,0,1
4,4,80,7758,12,400,4,1995,35,35,3,8,70,0,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,1,0,3,7,7,7,1,13,0.24883268482490273,1,1,0,0,1,2,2,7,0,0,0,0,0,0,0
2,3,32,12552,16,400,1,1996,35,35,0,7,33,2,1,0.9722222222222222,0,1,4.125,0,0,1,0,0,0,0,1,6,7,6,4,13,0.24883268482490273,1,1,0,0,1,2,0,6,1,0,0,1,0,0,0
5,4,60,3513,6,400,3,1994,35,35,3,8,58,0,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,1,0,3,9,10,5,2,6,0.18164721141374837,1,1,0,0,2,2,2,7,0,0,0,0,0,0,2
3,3,43,13008,9,400,2,1996,35,35,3,7,38,6,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,12,12,6,2,17,0.20239948119325551,1,1,0,0,1,2,2,6,0,0,0,3,0,0,1
3,3,17,5111,11,400,2,1994,35,35,3,0,17,0,1,0.9722222222222222,1,0,17.0,0,1,1,0,0,1,0,3,1,1,7,1,6,0.18164721141374837,1,1,1,0,5,2,2,0,0,0,0,0,0,0,2
1,1,36,1613,6,400,2,1994,35,35,5,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,1,0,3,1,1,2,3,12,0.0019455252918287938,1,1,0,0,2,2,3,5,0,0,0,0,0,0,1
1,3,17,5251,15,400,4,1994,35,35,0,0,17,0,2,0.9722222222222222,1,0,17.0,0,1,1,0,0,0,1,2,1,1,6,3,6,0.18164721141374837,0,1,1,0,5,2,0,0,0,0,0,0,4,1,2
5,2,28,15209,13,400,4,1996,35,35,0,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,1,2,1,4,17,0.20239948119325551,1,1,0,1,0,2,0,6,0,0,0,0,0,0,2
4,4,31,4894,13,400,3,1994,35,35,5,7,33,0,2,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,1,3,10,10,6,1,2,0.10901426718547341,1,1,0,0,5,2,3,6,0,0,0,0,4,1,1
2,5,42,4568,10,400,1,1994,35,35,1,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,11,11,6,2,11,0.005382619974059663,0,1,0,0,1,2,1,6,0,0,0,0,0,0,2
3,3,49,4643,5,400,4,1994,35,35,0,7,46,4,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,0,0,2,12,12,3,4,17,0.20239948119325551,1,1,1,0,1,2,0,6,0,0,0,2,0,0,1
3,3,38,6734,6,400,4,1995,35,35,3,7,38,2,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,10,10,1,1,17,0.20239948119325551,1,1,1,0,1,2,2,6,0,0,0,1,0,0,0
4,4,33,6882,3,400,3,1995,35,35,1,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,1,1,2,3,3,0.007068741893644617,1,1,1,0,1,2,1,5,0,0,1,0,0,0,0
2,3,37,7826,15,400,4,1995,35,35,0,5,38,2,1,0.9722222222222222,0,0,6.333333333333333,0,1,1,0,0,0,0,2,10,10,5,2,17,0.20239948119325551,0,1,0,0,1,2,0,4,0,0,0,1,0,0,0
4,2,30,5034,2,400,2,1994,35,35,0,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,10,11,4,3,9,0.15265888456549936,1,1,0,0,1,2,0,6,0,0,0,0,0,0,2
1,2,33,5273,5,400,3,1994,35,35,5,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,5,5,4,1,16,0.003761348897535668,0,1,0,0,2,2,3,6,0,0,0,0,0,0,1
3,4,65,14320,16,400,1,1996,35,35,1,7,58,0,1,0.9722222222222222,0,1,7.25,0,1,1,0,0,0,0,2,9,9,7,2,13,0.24883268482490273,1,1,0,0,0,2,1,6,0,0,0,0,0,0,2
2,2,51,7065,7,400,3,1995,35,35,0,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,10,10,1,2,17,0.20239948119325551,1,1,0,0,1,2,0,7,0,0,0,0,0,0,1
2,3,42,9018,15,400,2,1995,35,35,0,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,0,0,2,5,5,5,3,17,0.20239948119325551,1,1,0,1,0,2,0,5,0,0,0,0,0,0,2
3,4,54,2849,15,400,3,1994,35,35,3,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,1,0,3,2,2,1,2,18,0.018352788586251622,1,1,0,0,3,2,2,6,0,0,0,0,0,0,1
2,3,31,3573,12,400,1,1994,35,35,5,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,12,12,2,1,17,0.20239948119325551,0,1,1,0,2,2,3,6,0,0,0,0,0,0,1
1,1,24,12963,9,400,2,1996,35,35,0,6,28,6,1,0.9722222222222222,0,1,4.0,0,1,1,0,0,0,0,2,2,2,2,2,9,0.15265888456549936,1,1,1,1,5,2,0,5,0,0,0,3,0,0,0
3,3,66,14182,11,400,2,1996,35,35,3,8,70,2,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,1,0,3,11,11,3,1,9,0.15265888456549936,1,1,0,0,0,2,2,7,0,0,0,1,0,0,1
3,3,28,11156,2,400,1,1995,35,35,3,5,33,4,1,0.9722222222222222,0,0,5.5,0,1,1,0,0,1,0,3,3,3,1,3,0,0.03060959792477302,1,1,1,0,2,2,2,4,0,0,0,2,0,0,1
4,3,31,4047,2,400,4,1994,35,35,3,7,33,2,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,5,6,5,5,13,0.24883268482490273,0,0,0,1,0,2,2,6,0,0,0,1,0,0,0
4,1,26,12218,11,400,3,1996,35,35,5,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,8,9,5,5,9,0.15265888456549936,1,1,1,1,2,2,3,5,0,0,0,0,0,0,1
3,3,23,4331,14,400,1,1994,35,35,3,5,28,0,1,0.9722222222222222,0,0,4.666666666666667,0,1,1,0,0,1,0,3,11,11,7,1,13,0.24883268482490273,1,1,1,1,1,2,2,4,0,0,0,0,0,0,1
3,3,34,11761,12,400,3,1996,35,35,1,7,33,0,2,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,1,2,10,10,7,1,17,0.20239948119325551,1,1,1,0,1,2,1,6,0,0,0,0,4,1,0
2,4,53,7709,13,400,4,1995,35,35,0,8,46,2,4,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,11,12,2,4,17,0.20239948119325551,1,1,0,1,0,2,0,7,0,0,0,1,0,2,2
3,3,42,3108,6,400,4,1994,35,35,5,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,12,12,1,1,18,0.018352788586251622,1,1,0,0,3,2,3,6,0,0,0,0,0,0,1
1,1,27,9836,7,400,3,1995,35,35,5,7,33,2,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,5,5,2,4,18,0.018352788586251622,1,1,0,0,2,2,3,6,0,0,0,1,0,0,1
4,4,33,13352,14,400,2,1996,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,12,12,2,2,17,0.20239948119325551,1,1,1,0,1,2,0,5,0,0,0,0,0,0,0
3,4,62,15058,11,400,1,1996,35,35,0,8,58,4,2,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,0,1,2,10,10,1,1,0,0.03060959792477302,1,1,0,0,2,2,0,7,0,0,0,2,4,1,2
1,2,35,5893,9,400,2,1994,35,35,3,3,33,2,1,0.9722222222222222,0,0,8.25,0,1,1,0,0,1,0,3,5,5,5,1,2,0.10901426718547341,1,0,1,0,5,2,2,2,0,0,0,1,0,0,1
2,3,64,9223,3,400,4,1995,35,35,3,8,58,6,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,1,0,3,6,6,4,4,17,0.20239948119325551,1,1,0,0,1,2,2,7,0,0,0,3,0,0,0
4,4,65,2521,9,400,1,1994,35,35,0,5,58,2,2,0.9722222222222222,0,0,9.666666666666666,0,1,1,0,0,0,1,2,9,9,1,2,13,0.24883268482490273,1,1,0,0,2,2,0,4,0,0,0,1,4,1,0
3,4,22,5708,11,400,1,1994,35,35,1,5,28,0,1,0.9722222222222222,0,0,4.666666666666667,0,1,1,0,0,0,0,2,8,8,7,2,13,0.24883268482490273,1,1,0,1,1,2,1,4,0,0,0,0,0,0,2
3,3,44,6695,5,400,4,1995,35,35,0,7,38,6,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,5,5,2,2,13,0.24883268482490273,0,1,0,1,1,2,0,6,0,0,0,3,0,0,0
3,1,30,2680,14,400,3,1994,35,35,0,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,7,9,6,4,13,0.24883268482490273,0,0,2,0,1,2,0,5,0,0,0,3,0,0,0
1,2,64,4557,10,400,2,1994,35,35,3,8,58,6,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,1,0,3,7,7,6,5,13,0.24883268482490273,1,1,0,0,5,2,2,7,0,0,0,3,0,0,2
2,3,31,5236,10,400,2,1994,35,35,0,5,33,0,1,0.9722222222222222,0,0,5.5,0,1,1,0,0,0,0,2,8,9,3,2,2,0.10901426718547341,1,1,1,0,1,2,0,4,0,0,0,0,0,0,2
2,3,44,6875,10,400,3,1995,35,35,3,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,10,2,6,2,2,0.10901426718547341,1,1,0,0,2,2,2,6,0,0,0,0,0,0,1
5,5,32,13925,2,400,1,1996,35,35,3,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,9,9,3,4,13,0.24883268482490273,1,1,0,1,2,2,2,5,0,0,0,2,0,0,2
4,4,71,2536,8,400,4,1994,35,35,3,8,70,4,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,1,0,3,11,11,5,1,6,0.18164721141374837,1,1,0,1,1,2,2,7,0,0,0,2,0,0,2
1,2,72,13890,16,400,3,1996,35,35,0,8,70,4,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,0,0,2,2,2,7,1,17,0.20239948119325551,0,1,0,0,1,2,0,7,0,0,0,2,0,0,2
2,2,44,4921,14,400,1,1994,35,35,3,7,38,0,4,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,11,11,2,2,9,0.15265888456549936,1,1,0,0,1,2,2,6,0,0,0,0,0,2,1
3,3,38,12528,4,400,3,1996,35,35,0,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,5,5,4,5,9,0.15265888456549936,1,1,1,0,1,2,0,6,0,0,0,0,0,0,0
2,2,27,9976,15,400,2,1995,35,35,5,7,33,0,2,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,1,3,2,2,3,1,2,0.10901426718547341,1,1,0,0,2,2,3,6,0,0,0,0,4,1,1
2,3,32,505,3,400,2,1994,35,35,0,7,33,2,2,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,1,2,3,3,7,1,17,0.20239948119325551,1,1,0,1,5,2,0,6,0,0,0,1,4,1,0
4,4,41,15032,6,400,2,1996,35,35,1,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,0,0,2,12,12,2,3,6,0.18164721141374837,0,1,0,0,1,2,1,5,0,0,0,0,0,0,0
4,1,26,5911,11,400,4,1994,35,35,3,4,33,0,1,0.9722222222222222,0,0,6.6,0,1,1,0,0,1,0,3,8,9,4,5,9,0.15265888456549936,1,1,1,1,1,2,2,3,0,0,0,0,0,0,2
2,2,40,1604,12,400,3,1994,35,35,0,7,38,4,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,4,10,1,5,6,0.18164721141374837,1,0,0,0,0,2,0,6,0,0,0,2,0,0,2
1,4,36,10019,16,400,4,1995,35,35,3,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,4,4,1,5,13,0.24883268482490273,1,1,0,0,2,2,2,6,0,0,0,0,0,0,1
3,1,37,13579,13,700,4,1996,35,35,0,8,38,0,1,0.9722222222222222,0,1,4.222222222222222,0,1,1,0,1,0,0,2,5,7,2,5,17,0.20239948119325551,1,0,0,0,1,2,0,7,0,0,0,0,0,0,2
3,3,43,14619,1,400,1,1996,35,35,0,8,38,2,1,0.9722222222222222,0,1,4.222222222222222,0,1,1,0,0,0,0,2,11,11,3,5,9,0.15265888456549936,1,1,0,0,2,2,0,7,0,0,0,1,0,0,0
2,4,31,8471,11,400,1,1995,35,35,5,7,33,4,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,1,1,3,5,0,0.03060959792477302,1,1,0,1,5,2,3,6,0,0,0,2,0,0,1
3,4,33,299,14,400,4,1994,35,35,1,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,1,1,6,1,6,0.18164721141374837,1,1,0,1,2,2,1,5,0,0,0,0,0,0,0
1,4,25,8741,13,400,2,1995,35,35,0,5,28,0,1,0.9722222222222222,0,0,4.666666666666667,0,1,1,0,0,0,0,2,1,1,4,2,13,0.24883268482490273,1,1,1,0,0,2,0,4,0,0,0,0,0,0,2
5,5,47,10509,12,400,3,1995,35,35,3,8,46,2,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,0,3,11,11,7,1,13,0.24883268482490273,0,1,0,0,1,2,2,7,0,0,0,1,0,0,0
3,3,32,5744,1,400,3,1994,35,35,0,4,33,6,1,0.9722222222222222,0,0,6.6,0,1,1,0,0,0,0,2,8,8,2,3,9,0.15265888456549936,1,0,0,0,1,2,0,3,0,0,0,3,0,0,2
1,1,52,7703,9,400,4,1995,35,35,1,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,6,6,5,1,13,0.24883268482490273,0,1,0,1,1,2,1,7,0,0,0,0,0,0,2
2,3,61,9864,13,400,3,1995,35,35,3,8,58,4,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,1,0,3,8,8,7,4,5,0.029182879377431907,1,1,0,1,2,2,2,7,0,0,0,2,0,0,1
4,1,53,14020,9,400,2,1996,35,35,0,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,4,5,1,4,13,0.24883268482490273,1,1,0,1,0,2,0,7,0,0,0,0,0,0,2
3,3,39,6690,6,400,2,1995,35,35,3,7,38,2,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,11,11,5,1,13,0.24883268482490273,1,1,0,0,1,2,2,6,0,0,0,1,0,0,0
1,2,29,2206,13,400,1,1994,35,35,1,6,33,4,2,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,1,2,2,2,3,5,6,0.18164721141374837,0,1,1,0,1,2,1,5,0,0,0,2,4,1,0
2,5,34,9215,6,400,4,1995,35,35,1,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,8,8,6,3,9,0.15265888456549936,1,0,1,0,1,2,1,5,0,0,0,3,0,0,0
1,1,35,5327,3,400,2,1994,35,35,5,6,33,2,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,1,1,7,3,9,0.15265888456549936,1,1,0,0,2,2,3,5,0,0,0,1,0,0,1
4,1,64,4437,5,400,1,1994,35,35,1,6,58,0,1,0.9722222222222222,0,1,8.285714285714286,0,1,1,0,0,0,0,2,4,7,6,3,9,0.15265888456549936,1,1,0,0,5,2,1,5,0,0,0,0,0,0,0
4,4,45,11817,3,400,3,1996,35,35,5,7,38,4,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,1,1,4,4,17,0.20239948119325551,1,1,0,0,2,2,3,6,0,0,0,2,0,0,1
3,4,30,15095,11,400,1,1996,35,35,3,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,10,10,3,3,6,0.18164721141374837,1,1,0,1,1,2,2,5,0,0,0,0,0,0,0
3,3,35,10479,8,700,1,1995,35,35,1,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,1,0,0,2,1,1,7,4,13,0.24883268482490273,1,1,0,0,1,2,1,6,0,0,0,0,0,0,1
3,4,35,637,5,400,4,1994,35,35,3,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,11,11,7,2,13,0.24883268482490273,1,1,1,0,1,2,2,5,0,0,0,0,0,0,0
3,4,22,2957,10,400,1,1994,35,35,5,4,28,6,1,0.9722222222222222,0,0,5.6,0,1,1,0,0,1,0,3,2,3,6,5,9,0.15265888456549936,1,0,1,1,1,2,3,3,0,0,0,3,0,0,2
5,2,49,3873,14,400,3,1994,35,35,0,8,46,2,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,3,4,4,1,13,0.24883268482490273,0,1,0,0,2,2,0,7,0,0,0,1,0,0,0
2,2,26,2072,13,400,3,1994,35,35,3,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,7,7,1,1,0,0.03060959792477302,1,1,1,0,1,2,2,5,0,0,0,0,0,0,1
1,1,34,6335,4,400,2,1995,35,35,5,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,7,7,5,3,6,0.18164721141374837,1,1,0,0,1,2,3,5,0,0,0,3,0,0,0
2,2,29,4123,5,400,3,1994,35,35,3,7,33,2,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,3,3,6,1,6,0.18164721141374837,1,1,1,0,1,2,2,6,0,0,0,1,0,0,1
4,4,53,8827,12,400,1,1995,35,35,1,8,46,6,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,4,4,5,5,17,0.20239948119325551,1,1,0,1,2,2,1,7,0,0,0,3,0,0,1
2,3,43,14396,13,400,4,1996,35,35,3,7,38,6,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,4,4,3,4,9,0.15265888456549936,1,1,0,0,5,2,2,6,0,0,0,3,0,0,0
3,3,30,12534,3,400,3,1996,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,6,6,6,1,13,0.24883268482490273,1,0,0,0,1,2,0,5,0,0,0,0,0,0,0
3,2,27,15406,11,400,1,1996,35,35,0,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,11,12,3,2,13,0.24883268482490273,1,1,1,0,1,2,0,5,0,0,0,2,0,0,0
1,1,44,10421,10,400,1,1995,35,35,1,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,1,1,1,3,17,0.20239948119325551,1,1,0,0,0,2,1,6,0,0,0,0,0,0,2
2,2,76,12195,15,400,3,1996,35,35,3,8,70,4,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,1,1,3,12,12,5,2,2,0.10901426718547341,1,1,0,0,5,2,2,7,0,0,0,2,2,0,2
1,1,43,8146,15,400,3,1995,35,35,1,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,7,7,4,4,13,0.24883268482490273,1,1,1,0,2,2,1,6,0,0,0,0,0,0,0
4,5,30,9,7,400,4,1994,35,35,0,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,1,0,0,0,0,0,1,12,12,6,3,6,0.18164721141374837,1,1,1,0,5,2,0,5,0,1,0,2,0,0,0
1,1,50,3779,10,400,1,1994,35,35,3,8,46,4,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,0,3,10,10,7,4,13,0.24883268482490273,0,1,0,0,2,2,2,7,0,0,1,2,0,0,0
4,1,28,1096,11,400,3,1994,35,35,5,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,5,6,6,1,13,0.24883268482490273,1,0,1,0,1,2,3,6,0,0,0,0,0,0,1
1,2,37,7453,6,400,3,1995,35,35,3,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,0,0,0,1,0,2,8,8,5,4,13,0.24883268482490273,1,1,0,1,1,2,2,6,0,1,0,0,0,0,1
3,4,64,7234,13,400,1,1995,35,35,1,8,58,6,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,0,0,2,10,10,6,5,2,0.10901426718547341,1,1,0,0,1,2,1,7,0,0,0,3,0,0,1
4,4,42,517,11,400,1,1994,35,35,3,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,1,0,3,2,2,1,2,13,0.24883268482490273,1,1,1,0,2,2,2,5,0,0,0,0,0,0,0
2,2,41,4052,7,400,4,1994,35,35,1,7,38,2,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,6,6,4,1,2,0.10901426718547341,1,1,0,0,2,2,1,6,0,0,0,1,0,0,0
1,1,65,11322,5,400,2,1995,35,35,0,6,58,0,1,0.9722222222222222,0,1,8.285714285714286,0,1,1,0,0,0,0,2,3,3,4,1,13,0.24883268482490273,1,1,0,0,0,2,0,5,0,0,0,0,0,0,2
4,4,39,5839,16,400,2,1994,35,35,3,7,38,6,2,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,1,3,8,8,7,3,15,0.007003891050583658,1,1,1,0,2,2,2,6,0,0,0,3,4,1,0
5,1,38,6168,8,400,1,1995,35,35,1,6,38,6,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,0,0,2,8,9,4,3,9,0.15265888456549936,1,1,0,0,1,2,1,5,0,0,0,3,0,0,1
4,4,63,6959,12,400,1,1995,35,35,0,8,58,0,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,0,0,2,10,10,1,1,2,0.10901426718547341,1,1,1,1,1,2,0,7,0,0,1,0,0,0,1
2,2,33,9113,1,400,4,1995,35,35,5,5,33,0,1,0.9722222222222222,0,0,5.5,0,1,1,0,0,1,0,3,8,8,1,4,9,0.15265888456549936,1,0,1,0,1,2,3,4,0,0,0,0,0,0,1
3,3,59,9398,1,400,4,1995,35,35,3,7,58,4,1,0.9722222222222222,0,1,7.25,0,0,0,0,0,1,0,1,12,12,2,3,2,0.10901426718547341,1,1,0,0,1,2,2,6,1,1,1,2,0,0,0
2,2,52,3600,7,400,2,1994,35,35,3,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,1,0,3,2,2,1,1,9,0.15265888456549936,1,1,0,0,2,2,2,6,0,0,0,0,0,0,1
5,1,31,4337,12,400,4,1994,35,35,5,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,7,12,1,5,13,0.24883268482490273,1,1,1,0,1,2,3,5,0,0,0,2,0,0,1
2,3,36,12500,15,400,1,1996,35,35,3,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,5,5,2,2,6,0.18164721141374837,1,1,0,0,1,2,2,6,0,0,0,0,0,0,1
